id,name,username,date,reply_to,content,reply,retweet,like
pakdepipinSep12021Kalau a,pakdepipin,@Pakde688668,"Sep 1, 2021",@__AnakKolong,"Kalau anakmu ahmadiyah, bisa telo lansi kah para begodes",,1,3
WillySep12021Pemkab ,Willy,@willyansyaah,"Sep 1, 2021",,Pemkab Sintang Hentikan Aktivitas Rumah Ibadah Jemaat Ahmadiyah di Desa Balai Harapan,,,
Merdeka.comSep12021Pemkab ,Merdeka.com,@merdekadotcom,"Sep 1, 2021",,Pemkab Sintang Hentikan Aktivitas Rumah Ibadah Jemaat Ahmadiyah di Desa Balai Harapan http://dlvr.it/S6hHBp,1,,
billtemporoSep12021GAFATAR,bill temporo,@BillTemporo,"Sep 1, 2021",,GAFATAR=Gerakan Fajar Nusantara=AHMADIYAH=KAFIR,,,
MORONHOMOFOBgariskerasAug312021Apa bed,MORON HOMOFOB garis keras,@tautauudatua,"Aug 31, 2021",,"Apa beda arab saudi, Iran, vatikan & kilafah ahmadiyah, ada raja dengan dewan penasihat rohaniawan, ada republik boneka rohaniawan ayatolah khomaini, ada pemuka agama berkuasa mutlak, ada yg tak punya teritorial",,1,
mordiadiAug312021Pemerin,mordiadi,@mordiadi,"Aug 31, 2021",,"Pemerintah 'Segel' Tempat Ibadah Jemaah Ahmadiyah di Kabupaten Sintang #kalimantan Barat, Diskominfo: Secara Permanen",,,
Liputan6.comAug312021Pemkab ,Liputan6.com,@liputan6dotcom,"Aug 31, 2021",,"Pemkab Sintang Hentikan Aktivitas Jemaah Ahmadiyah, Ini Alasannya",,,
JKT98Aug312021Tak lam,JKT98,@dasamocca,"Aug 31, 2021",,"Tak lama pan juga bacot Radikal radikul, intoleran, Ahmadiyah,bahai,",,,
BekaUlungHapsaraAug312021Judulny,Beka Ulung Hapsara,@Bekahapsara,"Aug 31, 2021",,"Judulnya agak misleading. Yang benar adalah penghentian aktivitas masjid ahmadiyah. Kasus ini sedang ditangani bersama 
@KomnasHAM
 , 
@Kemenag_RI
 dan juga beberapa pihak lain",2,2,5
suaradotcomAug312021Jemaat ,suaradotcom,@suaradotcom,"Aug 31, 2021",,"Jemaat Ahmadiyah Indonesia (JAI) di Desa Balai Harapan, Kecamatan Tempunak, Sintang, Kalbar",,,
CNNIndonesiaAug312021Pemkab ,CNN Indonesia,@CNNIndonesia,"Aug 31, 2021",,Pemkab Sintang Hentikan Permanen Aktivitas Jemaat Ahmadiyah,,3,13
WismaBeritaAug312021Pemkab ,Wisma Berita,@WismaBeritaCom,"Aug 31, 2021",,Pemkab Sintang hentikan aktivitas Jemaat Ahmadiyah Indonesia https://ift.tt/3Dy7yC3,,,
AhmadiyahIndonesiaAug312021*DASAR ,Ahmadiyah Indonesia,@AhmadiyahID,"Aug 31, 2021",,"*DASAR BERDIRINYA AHMADIYAH*

""Jemaat Ahmadiyah bukanlah Jemaat yang berdiri di atas perbedaan atau perselisihan pandangan dan penafsiran suatu aliran atau firqah, 1/",8,12,27
WismaBeritaAug312021Pemkab ,Wisma Berita,@WismaBeritaCom,"Aug 31, 2021",,Pemkab Sintang hentikan aktivitas Jemaat Ahmadiyah Indonesia. https://fraksigolkar.or.id/pemkab-sintang-hentikan-aktivitas-jemaat-ahmadiyah-indonesia/…,,,
DedenSujanaAug312021Khalifa,Deden Sujana,@dedensujana,"Aug 31, 2021",,Khalifah Jemaah Ahmadiyah,,,3
billtemporoAug312021GAFATAR,bill temporo,@BillTemporo,"Aug 31, 2021",,GAFATAR=Gerakan Fajar Nusantara=AHMADIYAH=KAFIR,,,
MuridIslamAhmadiyahAug302021nanti a,MuridIslamAhmadiyah,@MAhmadiyah,"Aug 30, 2021",@DuniaPermata,"nanti afghan mayoritasnya ahmadiyah, mungkin jalannya adalah dari NU",,,1
SuggestiGustiAug302021Gus ken,Suggesti Gusti,@DuniaPermata,"Aug 30, 2021",@na_dirs,"Gus kenapa HT, IM, ISIS bs mendunia? Transnasional, ky jamur di musim hujan, atau Ahmadiyah & Baha'i yg punya pengikut fanatik & solid. Secara Ulama NU levelnya jauh di atas tokoh² mrk. Harusnya NU bermain di level Internasional, NU-kan dunia, paling tidak NU-kan Afghanistan gus.",2,,1
SuggestiGustiAug302021Mengapa,Suggesti Gusti,@DuniaPermata,"Aug 30, 2021",@nu_online,"Mengapa HT, IM, ISIS bs mendunia, trans nasional, bak jamur di musim hujan, atau Ahmadiyah & Baha'i yg punya pengikut fanatik & solid... secara tokoh² NU levelnya jauh di atas pentolan mrk. Harusnya NU bermain di level Internasional, NU kan dunia, paling tidak NU kan Afghanistan",,,
